"Metai";"Mënuo";"Mënesio pajamos";"Amþius";"Lytis";"Apdraustøjø skaièius"
2010.0;"Sausis";"1448,1-1737,71 €";"iki 24 metø";"Visi apdraustieji";0.17
2010.0;"Sausis";"1448,1-1737,71 €";"iki 24 metø";"Moterys";0.07
2010.0;"Sausis";"1448,1-1737,71 €";"iki 24 metø";"Vyrai";0.11
2010.0;"Sausis";"1448,1-1737,71 €";"25-34 metai";"Visi apdraustieji";3.77
2010.0;"Sausis";"1448,1-1737,71 €";"25-34 metai";"Moterys";1.38
2010.0;"Sausis";"1448,1-1737,71 €";"25-34 metai";"Vyrai";2.39
2010.0;"Sausis";"1448,1-1737,71 €";"35-44 metai";"Visi apdraustieji";3.81
2010.0;"Sausis";"1448,1-1737,71 €";"35-44 metai";"Moterys";1.67
2010.0;"Sausis";"1448,1-1737,71 €";"35-44 metai";"Vyrai";2.15
2010.0;"Sausis";"1448,1-1737,71 €";"45-54 metai";"Visi apdraustieji";3.85
2010.0;"Sausis";"1448,1-1737,71 €";"45-54 metai";"Moterys";1.84
2010.0;"Sausis";"1448,1-1737,71 €";"45-54 metai";"Vyrai";2.01
2010.0;"Sausis";"1448,1-1737,71 €";"55-64 metai";"Visi apdraustieji";1.97
2010.0;"Sausis";"1448,1-1737,71 €";"55-64 metai";"Moterys";0.86
2010.0;"Sausis";"1448,1-1737,71 €";"55-64 metai";"Vyrai";1.11
2010.0;"Sausis";"1448,1-1737,71 €";"virð 65 metø";"Visi apdraustieji";0.31
2010.0;"Sausis";"1448,1-1737,71 €";"virð 65 metø";"Moterys";0.1
2010.0;"Sausis";"1448,1-1737,71 €";"virð 65 metø";"Vyrai";0.2
2010.0;"Sausis";"1737,72-2172,14 €";"Visos amþiaus grupës";"Visi apdraustieji";10.07
2010.0;"Sausis";"1737,72-2172,14 €";"Visos amþiaus grupës";"Moterys";3.94
2010.0;"Sausis";"1737,72-2172,14 €";"Visos amþiaus grupës";"Vyrai";6.13
2010.0;"Sausis";"1737,72-2172,14 €";"iki 24 metø";"Visi apdraustieji";0.1
2010.0;"Sausis";"1737,72-2172,14 €";"iki 24 metø";"Moterys";0.04
2010.0;"Sausis";"1737,72-2172,14 €";"iki 24 metø";"Vyrai";0.06
2010.0;"Sausis";"1737,72-2172,14 €";"25-34 metai";"Visi apdraustieji";2.71
2010.0;"Sausis";"1737,72-2172,14 €";"25-34 metai";"Moterys";0.93
2010.0;"Sausis";"1737,72-2172,14 €";"25-34 metai";"Vyrai";1.78
2010.0;"Sausis";"1737,72-2172,14 €";"35-44 metai";"Visi apdraustieji";2.87
2010.0;"Sausis";"1737,72-2172,14 €";"35-44 metai";"Moterys";1.15
2010.0;"Sausis";"1737,72-2172,14 €";"35-44 metai";"Vyrai";1.72
2010.0;"Sausis";"1737,72-2172,14 €";"45-54 metai";"Visi apdraustieji";2.73
2010.0;"Sausis";"1737,72-2172,14 €";"45-54 metai";"Moterys";1.19
2010.0;"Sausis";"1737,72-2172,14 €";"45-54 metai";"Vyrai";1.53
2010.0;"Sausis";"1737,72-2172,14 €";"55-64 metai";"Visi apdraustieji";1.43
2010.0;"Sausis";"1737,72-2172,14 €";"55-64 metai";"Moterys";0.57
2010.0;"Sausis";"1737,72-2172,14 €";"55-64 metai";"Vyrai";0.87
2010.0;"Sausis";"1737,72-2172,14 €";"virð 65 metø";"Visi apdraustieji";0.24
2010.0;"Sausis";"1737,72-2172,14 €";"virð 65 metø";"Moterys";0.07
2010.0;"Sausis";"1737,72-2172,14 €";"virð 65 metø";"Vyrai";0.17
2010.0;"Sausis";"2172,15-2896,19 €";"Visos amþiaus grupës";"Visi apdraustieji";6.79
2010.0;"Sausis";"2172,15-2896,19 €";"Visos amþiaus grupës";"Moterys";2.33
2010.0;"Sausis";"2172,15-2896,19 €";"Visos amþiaus grupës";"Vyrai";4.45
2010.0;"Sausis";"2172,15-2896,19 €";"iki 24 metø";"Visi apdraustieji";0.05
2010.0;"Sausis";"2172,15-2896,19 €";"iki 24 metø";"Moterys";0.01
2010.0;"Sausis";"2172,15-2896,19 €";"iki 24 metø";"Vyrai";0.04
2010.0;"Sausis";"2172,15-2896,19 €";"25-34 metai";"Visi apdraustieji";1.83
2010.0;"Sausis";"2172,15-2896,19 €";"25-34 metai";"Moterys";0.56
2010.0;"Sausis";"2172,15-2896,19 €";"25-34 metai";"Vyrai";1.27
2010.0;"Sausis";"2172,15-2896,19 €";"35-44 metai";"Visi apdraustieji";2.1
2010.0;"Sausis";"2172,15-2896,19 €";"35-44 metai";"Moterys";0.77
2010.0;"Sausis";"2172,15-2896,19 €";"35-44 metai";"Vyrai";1.33
2010.0;"Sausis";"2172,15-2896,19 €";"45-54 metai";"Visi apdraustieji";1.75
2010.0;"Sausis";"2172,15-2896,19 €";"45-54 metai";"Moterys";0.66
2010.0;"Sausis";"2172,15-2896,19 €";"45-54 metai";"Vyrai";1.09
2010.0;"Sausis";"2172,15-2896,19 €";"55-64 metai";"Visi apdraustieji";0.86
2010.0;"Sausis";"2172,15-2896,19 €";"55-64 metai";"Moterys";0.29
2010.0;"Sausis";"2172,15-2896,19 €";"55-64 metai";"Vyrai";0.57
2010.0;"Sausis";"2172,15-2896,19 €";"virð 65 metø";"Visi apdraustieji";0.19
2010.0;"Sausis";"2172,15-2896,19 €";"virð 65 metø";"Moterys";0.04
2010.0;"Sausis";"2172,15-2896,19 €";"virð 65 metø";"Vyrai";0.16
2010.0;"Sausis";"2896,2-3185,81 €";"Visos amþiaus grupës";"Visi apdraustieji";1.37
2010.0;"Sausis";"2896,2-3185,81 €";"Visos amþiaus grupës";"Moterys";0.44
2010.0;"Sausis";"2896,2-3185,81 €";"Visos amþiaus grupës";"Vyrai";0.93
2010.0;"Sausis";"2896,2-3185,81 €";"iki 24 metø";"Visi apdraustieji";0.0
2010.0;"Sausis";"2896,2-3185,81 €";"iki 24 metø";"Vyrai";0.0
2010.0;"Sausis";"2896,2-3185,81 €";"25-34 metai";"Visi apdraustieji";0.37
2010.0;"Sausis";"2896,2-3185,81 €";"25-34 metai";"Moterys";0.12
2010.0;"Sausis";"2896,2-3185,81 €";"25-34 metai";"Vyrai";0.25
2010.0;"Sausis";"2896,2-3185,81 €";"35-44 metai";"Visi apdraustieji";0.49
2010.0;"Sausis";"2896,2-3185,81 €";"35-44 metai";"Moterys";0.16
2010.0;"Sausis";"2896,2-3185,81 €";"35-44 metai";"Vyrai";0.32
2010.0;"Sausis";"2896,2-3185,81 €";"45-54 metai";"Visi apdraustieji";0.33
2010.0;"Sausis";"2896,2-3185,81 €";"45-54 metai";"Moterys";0.11
2010.0;"Sausis";"2896,2-3185,81 €";"45-54 metai";"Vyrai";0.22
2010.0;"Sausis";"2896,2-3185,81 €";"55-64 metai";"Visi apdraustieji";0.15
2010.0;"Sausis";"2896,2-3185,81 €";"55-64 metai";"Moterys";0.05
2010.0;"Sausis";"2896,2-3185,81 €";"55-64 metai";"Vyrai";0.11
2010.0;"Sausis";"2896,2-3185,81 €";"virð 65 metø";"Visi apdraustieji";0.03
2010.0;"Sausis";"2896,2-3185,81 €";"virð 65 metø";"Moterys";0.01
2010.0;"Sausis";"2896,2-3185,81 €";"virð 65 metø";"Vyrai";0.02
2010.0;"Sausis";"3185,82-3475,43 €";"Visos amþiaus grupës";"Visi apdraustieji";0.92
2010.0;"Sausis";"3185,82-3475,43 €";"Visos amþiaus grupës";"Moterys";0.25
2010.0;"Sausis";"3185,82-3475,43 €";"Visos amþiaus grupës";"Vyrai";0.67
2010.0;"Sausis";"3185,82-3475,43 €";"iki 24 metø";"Visi apdraustieji";0.0
2010.0;"Sausis";"3185,82-3475,43 €";"iki 24 metø";"Vyrai";0.0
2010.0;"Sausis";"3185,82-3475,43 €";"25-34 metai";"Visi apdraustieji";0.23
2010.0;"Sausis";"3185,82-3475,43 €";"25-34 metai";"Moterys";0.06
2010.0;"Sausis";"3185,82-3475,43 €";"25-34 metai";"Vyrai";0.17
2010.0;"Sausis";"3185,82-3475,43 €";"35-44 metai";"Visi apdraustieji";0.34
2010.0;"Sausis";"3185,82-3475,43 €";"35-44 metai";"Moterys";0.1
2010.0;"Sausis";"3185,82-3475,43 €";"35-44 metai";"Vyrai";0.24
2010.0;"Sausis";"3185,82-3475,43 €";"45-54 metai";"Visi apdraustieji";0.24
2010.0;"Sausis";"3185,82-3475,43 €";"45-54 metai";"Moterys";0.06
2010.0;"Sausis";"3185,82-3475,43 €";"45-54 metai";"Vyrai";0.18
2010.0;"Sausis";"3185,82-3475,43 €";"55-64 metai";"Visi apdraustieji";0.09
2010.0;"Sausis";"3185,82-3475,43 €";"55-64 metai";"Moterys";0.02
2010.0;"Sausis";"3185,82-3475,43 €";"55-64 metai";"Vyrai";0.07
2010.0;"Sausis";"3185,82-3475,43 €";"virð 65 metø";"Visi apdraustieji";0.02
2010.0;"Sausis";"3185,82-3475,43 €";"virð 65 metø";"Moterys";0.0
2010.0;"Sausis";"3185,82-3475,43 €";"virð 65 metø";"Vyrai";0.01
2010.0;"Sausis";"virð 3475,44 €";"Visos amþiaus grupës";"Visi apdraustieji";3.57
2010.0;"Sausis";"virð 3475,44 €";"Visos amþiaus grupës";"Moterys";0.9
2010.0;"Sausis";"virð 3475,44 €";"Visos amþiaus grupës";"Vyrai";2.66
2010.0;"Sausis";"virð 3475,44 €";"iki 24 metø";"Visi apdraustieji";0.01
2010.0;"Sausis";"virð 3475,44 €";"iki 24 metø";"Moterys";0.01
2010.0;"Sausis";"virð 3475,44 €";"iki 24 metø";"Vyrai";0.01
2010.0;"Sausis";"virð 3475,44 €";"25-34 metai";"Visi apdraustieji";0.8
2010.0;"Sausis";"virð 3475,44 €";"25-34 metai";"Moterys";0.19
2010.0;"Sausis";"virð 3475,44 €";"25-34 metai";"Vyrai";0.61
2010.0;"Sausis";"virð 3475,44 €";"35-44 metai";"Visi apdraustieji";1.4
2010.0;"Sausis";"virð 3475,44 €";"35-44 metai";"Moterys";0.36
2010.0;"Sausis";"virð 3475,44 €";"35-44 metai";"Vyrai";1.04
2010.0;"Sausis";"virð 3475,44 €";"45-54 metai";"Visi apdraustieji";0.88
2010.0;"Sausis";"virð 3475,44 €";"45-54 metai";"Moterys";0.24
2010.0;"Sausis";"virð 3475,44 €";"45-54 metai";"Vyrai";0.65
2010.0;"Sausis";"virð 3475,44 €";"55-64 metai";"Visi apdraustieji";0.4
2010.0;"Sausis";"virð 3475,44 €";"55-64 metai";"Moterys";0.09
2010.0;"Sausis";"virð 3475,44 €";"55-64 metai";"Vyrai";0.31
2010.0;"Sausis";"virð 3475,44 €";"virð 65 metø";"Visi apdraustieji";0.07
2010.0;"Sausis";"virð 3475,44 €";"virð 65 metø";"Moterys";0.01
2010.0;"Sausis";"virð 3475,44 €";"virð 65 metø";"Vyrai";0.06
2010.0;"Vasaris";"iki 65,15 €";"Visos amþiaus grupës";"Visi apdraustieji";26.25
2010.0;"Vasaris";"iki 65,15 €";"Visos amþiaus grupës";"Moterys";11.89
2010.0;"Vasaris";"iki 65,15 €";"Visos amþiaus grupës";"Vyrai";14.36
2010.0;"Vasaris";"iki 65,15 €";"iki 24 metø";"Visi apdraustieji";3.09
2010.0;"Vasaris";"iki 65,15 €";"iki 24 metø";"Moterys";1.52
2010.0;"Vasaris";"iki 65,15 €";"iki 24 metø";"Vyrai";1.57
2010.0;"Vasaris";"iki 65,15 €";"25-34 metai";"Visi apdraustieji";5.56
2010.0;"Vasaris";"iki 65,15 €";"25-34 metai";"Moterys";2.11
2010.0;"Vasaris";"iki 65,15 €";"25-34 metai";"Vyrai";3.45
2010.0;"Vasaris";"iki 65,15 €";"35-44 metai";"Visi apdraustieji";5.91
2010.0;"Vasaris";"iki 65,15 €";"35-44 metai";"Moterys";2.48
2010.0;"Vasaris";"iki 65,15 €";"35-44 metai";"Vyrai";3.43
2010.0;"Vasaris";"iki 65,15 €";"45-54 metai";"Visi apdraustieji";5.81
2010.0;"Vasaris";"iki 65,15 €";"45-54 metai";"Moterys";2.65
2010.0;"Vasaris";"iki 65,15 €";"45-54 metai";"Vyrai";3.17
2010.0;"Vasaris";"iki 65,15 €";"55-64 metai";"Visi apdraustieji";3.65
2010.0;"Vasaris";"iki 65,15 €";"55-64 metai";"Moterys";1.95
2010.0;"Vasaris";"iki 65,15 €";"55-64 metai";"Vyrai";1.7
2010.0;"Vasaris";"iki 65,15 €";"virð 65 metø";"Visi apdraustieji";2.23
2010.0;"Vasaris";"iki 65,15 €";"virð 65 metø";"Moterys";1.19
2010.0;"Vasaris";"iki 65,15 €";"virð 65 metø";"Vyrai";1.04
2010.0;"Vasaris";"65,16-130,32 €";"Visos amþiaus grupës";"Visi apdraustieji";67.64
2010.0;"Vasaris";"65,16-130,32 €";"Visos amþiaus grupës";"Moterys";34.53
2010.0;"Vasaris";"65,16-130,32 €";"Visos amþiaus grupës";"Vyrai";33.11
2010.0;"Vasaris";"65,16-130,32 €";"iki 24 metø";"Visi apdraustieji";8.1
2010.0;"Vasaris";"65,16-130,32 €";"iki 24 metø";"Moterys";4.09
2010.0;"Vasaris";"65,16-130,32 €";"iki 24 metø";"Vyrai";4.01
2010.0;"Vasaris";"65,16-130,32 €";"25-34 metai";"Visi apdraustieji";13.31
2010.0;"Vasaris";"65,16-130,32 €";"25-34 metai";"Moterys";5.92
2010.0;"Vasaris";"65,16-130,32 €";"25-34 metai";"Vyrai";7.38
2010.0;"Vasaris";"65,16-130,32 €";"35-44 metai";"Visi apdraustieji";16.85
2010.0;"Vasaris";"65,16-130,32 €";"35-44 metai";"Moterys";8.65
2010.0;"Vasaris";"65,16-130,32 €";"35-44 metai";"Vyrai";8.2
2010.0;"Vasaris";"65,16-130,32 €";"45-54 metai";"Visi apdraustieji";16.85
2010.0;"Vasaris";"65,16-130,32 €";"45-54 metai";"Moterys";8.99
2010.0;"Vasaris";"65,16-130,32 €";"45-54 metai";"Vyrai";7.86
2010.0;"Vasaris";"65,16-130,32 €";"55-64 metai";"Visi apdraustieji";8.86
2010.0;"Vasaris";"65,16-130,32 €";"55-64 metai";"Moterys";5.0
2010.0;"Vasaris";"65,16-130,32 €";"55-64 metai";"Vyrai";3.87
2010.0;"Vasaris";"65,16-130,32 €";"virð 65 metø";"Visi apdraustieji";3.67
2010.0;"Vasaris";"65,16-130,32 €";"virð 65 metø";"Moterys";1.88
2010.0;"Vasaris";"65,16-130,32 €";"virð 65 metø";"Vyrai";1.79
2010.0;"Vasaris";"130,33-144,8 €";"Visos amþiaus grupës";"Visi apdraustieji";9.35
2010.0;"Vasaris";"130,33-144,8 €";"Visos amþiaus grupës";"Moterys";5.21
2010.0;"Vasaris";"130,33-144,8 €";"Visos amþiaus grupës";"Vyrai";4.14
2010.0;"Vasaris";"130,33-144,8 €";"iki 24 metø";"Visi apdraustieji";1.14
2010.0;"Vasaris";"130,33-144,8 €";"iki 24 metø";"Moterys";0.66
2010.0;"Vasaris";"130,33-144,8 €";"iki 24 metø";"Vyrai";0.48
2010.0;"Vasaris";"130,33-144,8 €";"25-34 metai";"Visi apdraustieji";1.8
2010.0;"Vasaris";"130,33-144,8 €";"25-34 metai";"Moterys";0.92
2010.0;"Vasaris";"130,33-144,8 €";"25-34 metai";"Vyrai";0.88
2010.0;"Vasaris";"130,33-144,8 €";"35-44 metai";"Visi apdraustieji";2.22
2010.0;"Vasaris";"130,33-144,8 €";"35-44 metai";"Moterys";1.21
2010.0;"Vasaris";"130,33-144,8 €";"35-44 metai";"Vyrai";1.01
2010.0;"Vasaris";"130,33-144,8 €";"45-54 metai";"Visi apdraustieji";2.35
2010.0;"Vasaris";"130,33-144,8 €";"45-54 metai";"Moterys";1.36
2010.0;"Vasaris";"130,33-144,8 €";"45-54 metai";"Vyrai";0.99
2010.0;"Vasaris";"130,33-144,8 €";"55-64 metai";"Visi apdraustieji";1.28
2010.0;"Vasaris";"130,33-144,8 €";"55-64 metai";"Moterys";0.78
2010.0;"Vasaris";"130,33-144,8 €";"55-64 metai";"Vyrai";0.5
2010.0;"Vasaris";"130,33-144,8 €";"virð 65 metø";"Visi apdraustieji";0.55
2010.0;"Vasaris";"130,33-144,8 €";"virð 65 metø";"Moterys";0.28
2010.0;"Vasaris";"130,33-144,8 €";"virð 65 metø";"Vyrai";0.27
2010.0;"Vasaris";"144,81-159,28 €";"Visos amþiaus grupës";"Visi apdraustieji";7.54
2010.0;"Vasaris";"144,81-159,28 €";"Visos amþiaus grupës";"Moterys";4.48
2010.0;"Vasaris";"144,81-159,28 €";"Visos amþiaus grupës";"Vyrai";3.06
2010.0;"Vasaris";"144,81-159,28 €";"iki 24 metø";"Visi apdraustieji";0.93
2010.0;"Vasaris";"144,81-159,28 €";"iki 24 metø";"Moterys";0.57
2010.0;"Vasaris";"144,81-159,28 €";"iki 24 metø";"Vyrai";0.37
2010.0;"Vasaris";"144,81-159,28 €";"25-34 metai";"Visi apdraustieji";1.31
2010.0;"Vasaris";"144,81-159,28 €";"25-34 metai";"Moterys";0.72
2010.0;"Vasaris";"144,81-159,28 €";"25-34 metai";"Vyrai";0.59
2010.0;"Vasaris";"144,81-159,28 €";"35-44 metai";"Visi apdraustieji";1.76
2010.0;"Vasaris";"144,81-159,28 €";"35-44 metai";"Moterys";1.07
2010.0;"Vasaris";"144,81-159,28 €";"35-44 metai";"Vyrai";0.68
2010.0;"Vasaris";"144,81-159,28 €";"45-54 metai";"Visi apdraustieji";1.98
2010.0;"Vasaris";"144,81-159,28 €";"45-54 metai";"Moterys";1.21
2010.0;"Vasaris";"144,81-159,28 €";"45-54 metai";"Vyrai";0.77
2010.0;"Vasaris";"144,81-159,28 €";"55-64 metai";"Visi apdraustieji";1.16
2010.0;"Vasaris";"144,81-159,28 €";"55-64 metai";"Moterys";0.7
2010.0;"Vasaris";"144,81-159,28 €";"55-64 metai";"Vyrai";0.46
2010.0;"Vasaris";"144,81-159,28 €";"virð 65 metø";"Visi apdraustieji";0.4
2010.0;"Vasaris";"144,81-159,28 €";"virð 65 metø";"Moterys";0.21
2010.0;"Vasaris";"144,81-159,28 €";"virð 65 metø";"Vyrai";0.19
2010.0;"Vasaris";"159,29-173,76 €";"Visos amþiaus grupës";"Visi apdraustieji";12.81
2010.0;"Vasaris";"159,29-173,76 €";"Visos amþiaus grupës";"Moterys";8.16
2010.0;"Vasaris";"159,29-173,76 €";"Visos amþiaus grupës";"Vyrai";4.65
2010.0;"Vasaris";"159,29-173,76 €";"iki 24 metø";"Visi apdraustieji";1.35
2010.0;"Vasaris";"159,29-173,76 €";"iki 24 metø";"Moterys";0.8
2010.0;"Vasaris";"159,29-173,76 €";"iki 24 metø";"Vyrai";0.55
2010.0;"Vasaris";"159,29-173,76 €";"25-34 metai";"Visi apdraustieji";2.24
2010.0;"Vasaris";"159,29-173,76 €";"25-34 metai";"Moterys";1.31
2010.0;"Vasaris";"159,29-173,76 €";"25-34 metai";"Vyrai";0.93
2010.0;"Vasaris";"159,29-173,76 €";"35-44 metai";"Visi apdraustieji";3.12
2010.0;"Vasaris";"159,29-173,76 €";"35-44 metai";"Moterys";2.05
2010.0;"Vasaris";"159,29-173,76 €";"35-44 metai";"Vyrai";1.07
2010.0;"Vasaris";"159,29-173,76 €";"45-54 metai";"Visi apdraustieji";3.48
2010.0;"Vasaris";"159,29-173,76 €";"45-54 metai";"Moterys";2.32
2010.0;"Vasaris";"159,29-173,76 €";"45-54 metai";"Vyrai";1.16
2010.0;"Vasaris";"159,29-173,76 €";"55-64 metai";"Visi apdraustieji";1.92
2010.0;"Vasaris";"159,29-173,76 €";"55-64 metai";"Moterys";1.29
2010.0;"Vasaris";"159,29-173,76 €";"55-64 metai";"Vyrai";0.63
2010.0;"Vasaris";"159,29-173,76 €";"virð 65 metø";"Visi apdraustieji";0.71
2010.0;"Vasaris";"159,29-173,76 €";"virð 65 metø";"Moterys";0.4
2010.0;"Vasaris";"159,29-173,76 €";"virð 65 metø";"Vyrai";0.31
2010.0;"Vasaris";"173,77-202,72 €";"Visos amþiaus grupës";"Visi apdraustieji";17.71
2010.0;"Vasaris";"173,77-202,72 €";"Visos amþiaus grupës";"Moterys";11.09
2010.0;"Vasaris";"173,77-202,72 €";"Visos amþiaus grupës";"Vyrai";6.62
2010.0;"Vasaris";"173,77-202,72 €";"iki 24 metø";"Visi apdraustieji";2.05
2010.0;"Vasaris";"173,77-202,72 €";"iki 24 metø";"Moterys";1.19
2010.0;"Vasaris";"173,77-202,72 €";"iki 24 metø";"Vyrai";0.87
2010.0;"Vasaris";"173,77-202,72 €";"25-34 metai";"Visi apdraustieji";3.18
2010.0;"Vasaris";"173,77-202,72 €";"25-34 metai";"Moterys";1.87
2010.0;"Vasaris";"173,77-202,72 €";"25-34 metai";"Vyrai";1.31
2010.0;"Vasaris";"173,77-202,72 €";"35-44 metai";"Visi apdraustieji";4.28
2010.0;"Vasaris";"173,77-202,72 €";"35-44 metai";"Moterys";2.84
2010.0;"Vasaris";"173,77-202,72 €";"35-44 metai";"Vyrai";1.44
2010.0;"Vasaris";"173,77-202,72 €";"45-54 metai";"Visi apdraustieji";4.77
2010.0;"Vasaris";"173,77-202,72 €";"45-54 metai";"Moterys";3.1
2010.0;"Vasaris";"173,77-202,72 €";"45-54 metai";"Vyrai";1.68
2010.0;"Vasaris";"173,77-202,72 €";"55-64 metai";"Visi apdraustieji";2.66
2010.0;"Vasaris";"173,77-202,72 €";"55-64 metai";"Moterys";1.67
2010.0;"Vasaris";"173,77-202,72 €";"55-64 metai";"Vyrai";0.99
2010.0;"Vasaris";"173,77-202,72 €";"virð 65 metø";"Visi apdraustieji";0.76
2010.0;"Vasaris";"173,77-202,72 €";"virð 65 metø";"Moterys";0.42
2010.0;"Vasaris";"173,77-202,72 €";"virð 65 metø";"Vyrai";0.34
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"Visos amþiaus grupës";"Visi apdraustieji";101.95
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"Visos amþiaus grupës";"Moterys";57.82
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"Visos amþiaus grupës";"Vyrai";44.14
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"iki 24 metø";"Visi apdraustieji";8.93
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"iki 24 metø";"Moterys";4.38
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"iki 24 metø";"Vyrai";4.55
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"25-34 metai";"Visi apdraustieji";20.09
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"25-34 metai";"Moterys";10.0
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"25-34 metai";"Vyrai";10.1
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"35-44 metai";"Visi apdraustieji";27.1
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"35-44 metai";"Moterys";15.74
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"35-44 metai";"Vyrai";11.37
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"45-54 metai";"Visi apdraustieji";29.19
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"45-54 metai";"Moterys";17.87
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"45-54 metai";"Vyrai";11.32
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"55-64 metai";"Visi apdraustieji";13.88
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"55-64 metai";"Moterys";8.43
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"55-64 metai";"Vyrai";5.46
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"virð 65 metø";"Visi apdraustieji";2.76
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"virð 65 metø";"Moterys";1.41
2010.0;"Vasaris";"202,73-231,69 € (MMA)";"virð 65 metø";"Vyrai";1.35
2010.0;"Vasaris";"231,7-289,61 €";"Visos amþiaus grupës";"Visi apdraustieji";94.72
2010.0;"Vasaris";"231,7-289,61 €";"Visos amþiaus grupës";"Moterys";56.7
2010.0;"Vasaris";"231,7-289,61 €";"Visos amþiaus grupës";"Vyrai";38.03
2010.0;"Vasaris";"231,7-289,61 €";"iki 24 metø";"Visi apdraustieji";8.82
2010.0;"Vasaris";"231,7-289,61 €";"iki 24 metø";"Moterys";4.84
2010.0;"Vasaris";"231,7-289,61 €";"iki 24 metø";"Vyrai";3.98
2010.0;"Vasaris";"231,7-289,61 €";"25-34 metai";"Visi apdraustieji";17.73
2010.0;"Vasaris";"231,7-289,61 €";"25-34 metai";"Moterys";9.78
2010.0;"Vasaris";"231,7-289,61 €";"25-34 metai";"Vyrai";7.95
2010.0;"Vasaris";"231,7-289,61 €";"35-44 metai";"Visi apdraustieji";24.6
2010.0;"Vasaris";"231,7-289,61 €";"35-44 metai";"Moterys";15.24
2010.0;"Vasaris";"231,7-289,61 €";"35-44 metai";"Vyrai";9.36
2010.0;"Vasaris";"231,7-289,61 €";"45-54 metai";"Visi apdraustieji";27.11
2010.0;"Vasaris";"231,7-289,61 €";"45-54 metai";"Moterys";17.13
2010.0;"Vasaris";"231,7-289,61 €";"45-54 metai";"Vyrai";9.98
2010.0;"Vasaris";"231,7-289,61 €";"55-64 metai";"Visi apdraustieji";13.87
2010.0;"Vasaris";"231,7-289,61 €";"55-64 metai";"Moterys";8.41
2010.0;"Vasaris";"231,7-289,61 €";"55-64 metai";"Vyrai";5.47
2010.0;"Vasaris";"231,7-289,61 €";"virð 65 metø";"Visi apdraustieji";2.59
2010.0;"Vasaris";"231,7-289,61 €";"virð 65 metø";"Moterys";1.3
2010.0;"Vasaris";"231,7-289,61 €";"virð 65 metø";"Vyrai";1.29
2010.0;"Vasaris";"289,62-434,42 €";"Visos amþiaus grupës";"Visi apdraustieji";187.38
2010.0;"Vasaris";"289,62-434,42 €";"Visos amþiaus grupës";"Moterys";102.07
2010.0;"Vasaris";"289,62-434,42 €";"Visos amþiaus grupës";"Vyrai";85.3
2010.0;"Vasaris";"289,62-434,42 €";"iki 24 metø";"Visi apdraustieji";15.5
2010.0;"Vasaris";"289,62-434,42 €";"iki 24 metø";"Moterys";7.82
2010.0;"Vasaris";"289,62-434,42 €";"iki 24 metø";"Vyrai";7.67
2010.0;"Vasaris";"289,62-434,42 €";"25-34 metai";"Visi apdraustieji";36.38
2010.0;"Vasaris";"289,62-434,42 €";"25-34 metai";"Moterys";18.9
2010.0;"Vasaris";"289,62-434,42 €";"25-34 metai";"Vyrai";17.48
2010.0;"Vasaris";"289,62-434,42 €";"35-44 metai";"Visi apdraustieji";50.1
2010.0;"Vasaris";"289,62-434,42 €";"35-44 metai";"Moterys";27.78
2010.0;"Vasaris";"289,62-434,42 €";"35-44 metai";"Vyrai";22.33
2010.0;"Vasaris";"289,62-434,42 €";"45-54 metai";"Visi apdraustieji";54.97
2010.0;"Vasaris";"289,62-434,42 €";"45-54 metai";"Moterys";30.86
2010.0;"Vasaris";"289,62-434,42 €";"45-54 metai";"Vyrai";24.11
2010.0;"Vasaris";"289,62-434,42 €";"55-64 metai";"Visi apdraustieji";26.38
2010.0;"Vasaris";"289,62-434,42 €";"55-64 metai";"Moterys";14.89
2010.0;"Vasaris";"289,62-434,42 €";"55-64 metai";"Vyrai";11.49
2010.0;"Vasaris";"289,62-434,42 €";"virð 65 metø";"Visi apdraustieji";4.04
2010.0;"Vasaris";"289,62-434,42 €";"virð 65 metø";"Moterys";1.83
2010.0;"Vasaris";"289,62-434,42 €";"virð 65 metø";"Vyrai";2.22
2010.0;"Vasaris";"434,43-579,23 €";"Visos amþiaus grupës";"Visi apdraustieji";124.34
2010.0;"Vasaris";"434,43-579,23 €";"Visos amþiaus grupës";"Moterys";70.36
2010.0;"Vasaris";"434,43-579,23 €";"Visos amþiaus grupës";"Vyrai";53.98
